,pandemic_infected,pandemic_recovered,pandemic_susceptible
608,3.75e-06,0.52423625,0.466235
609,3.75e-06,0.5242375,0.466235
610,3.75e-06,0.52424125,0.46623375
611,2.5e-06,0.52424125,0.46623375
612,2.5e-06,0.52424125,0.46623375
613,2.5e-06,0.52424125,0.46623375
614,2.5e-06,0.5242425000000001,0.46623375
615,2.5e-06,0.5242425000000001,0.46623375
616,1.25e-06,0.52424375,0.46623375
617,1.25e-06,0.524245,0.46623375
618,0.0006225,1.25e-06,0.99937375
619,0.0006475,4.125e-05,0.99923
620,0.0007475,0.0001125,0.99897625
621,0.0010025000000000001,0.00017875,0.9985775
622,0.0014625,0.0002925,0.9978875
623,0.00239875,0.000425,0.99659625
624,0.00406125,0.0007099999999999999,0.99426875
625,0.007135,0.00118625,0.990075
626,0.011890000000000001,0.00203625,0.9833274999999999
627,0.018844999999999997,0.00336625,0.973375
628,0.027089999999999996,0.0054375,0.9605125
629,0.03639375,0.00840875,0.944825
630,0.04512,0.01227625,0.92791625
631,0.05284375,0.0169925,0.9104975000000001
632,0.05896875,0.02259125,0.8931674999999999
633,0.063715,0.02896875,0.876265
634,0.06695,0.03584,0.86005375
635,0.06888,0.04355625,0.844665
636,0.07003375,0.05173375,0.8297899999999999
637,0.06998875,0.06023625,0.81595875
638,0.068995,0.0692025,0.80313375
639,0.067755,0.078375,0.79091875
640,0.065805,0.08760125,0.77942
641,0.06400750000000001,0.0970725,0.7685274999999999
642,0.06163375,0.10641875,0.75840375
643,0.05950125,0.11560875,0.7489225
644,0.05725875,0.124925,0.73985375
645,0.05455499999999999,0.13434625,0.73152625
646,0.051875,0.14340625,0.7235575
647,0.049225,0.1526225,0.71607875
648,0.04671375,0.1614275,0.70906375
649,0.04443375,0.17029,0.70240875
650,0.04223375,0.17877375,0.69603
651,0.04000875,0.18711375,0.69014
652,0.03783125,0.195245,0.68475375
653,0.03573125,0.20320125,0.679635
654,0.03370875,0.21114375,0.67487
655,0.0318575,0.21879,0.67028375
