,emojitracker-twitter-smiling_cat_face_with_open_mouth,emojitracker-twitter-crying_cat_face,emojitracker-twitter-cat_face_with_wry_smile,emojitracker-twitter-cat_face_with_tears_of_joy,emojitracker-twitter-cat_face,emojitracker-twitter-kissing_cat_face_with_closed_eyes,emojitracker-twitter-grinning_cat_face_with_smiling_eyes,emojitracker-twitter-pouting_cat_face,emojitracker-twitter-smiling_cat_face_with_heart-shaped_eyes
701,5.0,5.0,14.0,18.0,9.0,9.0,6.0,7.0,31.0
702,4.0,7.0,16.0,10.0,5.0,6.0,7.0,6.0,20.0
703,3.0,14.0,10.0,17.0,6.0,5.0,5.0,11.0,19.0
704,1.0,10.0,14.0,11.0,10.0,11.0,3.0,3.0,18.0
705,4.0,7.0,20.0,8.0,8.0,4.0,2.0,2.0,17.0
706,3.0,8.0,15.0,16.0,4.0,2.0,5.0,8.0,22.0
707,1.0,10.0,15.0,18.0,2.0,5.0,6.0,6.0,16.0
708,3.0,11.0,14.0,18.0,5.0,10.0,4.0,6.0,11.0
709,0.0,13.0,17.0,19.0,1.0,9.0,8.0,6.0,19.0
710,8.0,9.0,10.0,18.0,3.0,8.0,3.0,3.0,25.0
711,0.0,15.0,18.0,23.0,3.0,7.0,5.0,8.0,22.0
712,1.0,10.0,18.0,14.0,5.0,5.0,1.0,3.0,17.0
713,2.0,11.0,21.0,18.0,2.0,7.0,7.0,6.0,14.0
714,4.0,15.0,18.0,22.0,6.0,7.0,7.0,2.0,14.0
715,4.0,15.0,12.0,19.0,6.0,6.0,7.0,8.0,19.0
716,3.0,14.0,14.0,20.0,5.0,10.0,5.0,5.0,30.0
717,5.0,8.0,22.0,16.0,8.0,4.0,4.0,5.0,11.0
718,3.0,12.0,15.0,15.0,7.0,6.0,0.0,6.0,22.0
719,5.0,11.0,16.0,18.0,6.0,6.0,5.0,6.0,17.0
720,5.0,7.0,16.0,18.0,6.0,5.0,2.0,3.0,23.0
721,7.0,12.0,19.0,17.0,4.0,8.0,5.0,10.0,17.0
722,4.0,11.0,12.0,16.0,4.0,4.0,4.0,6.0,18.0
723,3.0,7.0,8.0,18.0,7.0,11.0,3.0,8.0,20.0
724,5.0,13.0,14.0,20.0,2.0,5.0,3.0,5.0,23.0
725,2.0,10.0,12.0,17.0,5.0,9.0,2.0,10.0,21.0
726,3.0,9.0,24.0,19.0,4.0,6.0,5.0,12.0,17.0
727,3.0,17.0,10.0,23.0,6.0,5.0,7.0,7.0,16.0
728,6.0,14.0,10.0,8.0,9.0,7.0,6.0,4.0,21.0
729,8.0,11.0,17.0,19.0,3.0,6.0,3.0,10.0,16.0
730,4.0,10.0,12.0,15.0,7.0,10.0,6.0,7.0,14.0
731,2.0,13.0,16.0,16.0,8.0,5.0,4.0,2.0,21.0
732,3.0,10.0,14.0,16.0,4.0,7.0,8.0,6.0,15.0
733,3.0,14.0,17.0,19.0,8.0,6.0,2.0,4.0,16.0
734,0.0,11.0,14.0,18.0,11.0,5.0,5.0,6.0,15.0
735,4.0,15.0,17.0,18.0,6.0,3.0,6.0,6.0,12.0
736,2.0,9.0,13.0,11.0,2.0,6.0,0.0,7.0,17.0
737,2.0,10.0,22.0,22.0,6.0,5.0,4.0,6.0,13.0
738,2.0,14.0,14.0,20.0,5.0,5.0,5.0,7.0,14.0
739,1.0,9.0,14.0,18.0,5.0,8.0,4.0,10.0,12.0
740,2.0,9.0,18.0,17.0,6.0,6.0,4.0,5.0,18.0
741,4.0,4.0,14.0,19.0,4.0,7.0,4.0,10.0,21.0
742,4.0,9.0,12.0,19.0,4.0,7.0,5.0,5.0,14.0
743,2.0,5.0,21.0,19.0,2.0,8.0,3.0,6.0,14.0
744,0.0,10.0,20.0,25.0,2.0,7.0,7.0,7.0,15.0
745,5.0,15.0,7.0,14.0,2.0,9.0,8.0,6.0,20.0
746,2.0,11.0,20.0,16.0,7.0,8.0,2.0,6.0,18.0
747,9.0,8.0,18.0,19.0,7.0,5.0,3.0,1.0,26.0
748,4.0,10.0,17.0,13.0,6.0,6.0,3.0,5.0,17.0
749,1.0,12.0,13.0,16.0,12.0,7.0,4.0,11.0,25.0
750,1.0,8.0,12.0,21.0,11.0,6.0,6.0,6.0,15.0
751,1.0,14.0,20.0,23.0,9.0,7.0,3.0,4.0,14.0
752,3.0,9.0,26.0,16.0,9.0,6.0,2.0,5.0,26.0
753,2.0,9.0,19.0,16.0,4.0,9.0,9.0,6.0,20.0
754,6.0,11.0,21.0,17.0,5.0,6.0,5.0,5.0,18.0
755,7.0,10.0,16.0,9.0,7.0,9.0,3.0,4.0,22.0
756,3.0,6.0,18.0,12.0,9.0,1.0,1.0,3.0,23.0
757,4.0,9.0,20.0,19.0,4.0,8.0,3.0,7.0,17.0
758,1.0,13.0,21.0,23.0,4.0,11.0,5.0,6.0,14.0
759,1.0,6.0,21.0,16.0,4.0,8.0,5.0,3.0,23.0
760,3.0,16.0,21.0,16.0,4.0,8.0,2.0,4.0,21.0
761,2.0,13.0,13.0,20.0,10.0,10.0,0.0,5.0,21.0
762,3.0,11.0,24.0,6.0,12.0,9.0,9.0,4.0,21.0
763,4.0,5.0,16.0,17.0,4.0,7.0,5.0,5.0,18.0
764,0.0,8.0,15.0,12.0,5.0,12.0,5.0,10.0,20.0
765,3.0,11.0,21.0,13.0,7.0,3.0,4.0,8.0,16.0
766,3.0,18.0,9.0,9.0,8.0,8.0,2.0,6.0,15.0
767,2.0,16.0,12.0,15.0,6.0,6.0,4.0,3.0,19.0
768,1.0,4.0,20.0,12.0,10.0,9.0,10.0,2.0,17.0
769,6.0,6.0,19.0,13.0,9.0,7.0,5.0,5.0,12.0
770,2.0,10.0,27.0,23.0,3.0,9.0,4.0,3.0,13.0
771,8.0,12.0,13.0,15.0,6.0,5.0,5.0,2.0,23.0
772,3.0,9.0,24.0,13.0,5.0,9.0,6.0,4.0,16.0
773,2.0,12.0,15.0,14.0,6.0,7.0,4.0,6.0,13.0
774,6.0,9.0,15.0,15.0,6.0,8.0,4.0,6.0,22.0
775,3.0,5.0,18.0,11.0,4.0,7.0,3.0,6.0,23.0
776,3.0,10.0,12.0,16.0,6.0,4.0,5.0,10.0,19.0
777,2.0,12.0,22.0,9.0,4.0,8.0,2.0,6.0,24.0
778,1.0,15.0,20.0,20.0,6.0,10.0,5.0,4.0,23.0
779,3.0,4.0,27.0,21.0,8.0,6.0,2.0,4.0,13.0
780,3.0,4.0,28.0,19.0,8.0,8.0,6.0,3.0,25.0
781,2.0,10.0,15.0,17.0,5.0,6.0,4.0,5.0,19.0
782,3.0,13.0,18.0,20.0,4.0,12.0,4.0,6.0,19.0
783,3.0,17.0,17.0,24.0,2.0,8.0,2.0,3.0,14.0
784,4.0,11.0,15.0,17.0,5.0,8.0,4.0,4.0,22.0
785,1.0,17.0,11.0,14.0,7.0,1.0,3.0,3.0,18.0
786,4.0,15.0,9.0,20.0,1.0,3.0,7.0,3.0,15.0
787,4.0,12.0,17.0,15.0,5.0,9.0,5.0,4.0,23.0
788,3.0,8.0,17.0,19.0,1.0,4.0,1.0,10.0,15.0
789,2.0,10.0,19.0,13.0,8.0,8.0,1.0,5.0,25.0
790,2.0,9.0,16.0,18.0,11.0,2.0,7.0,3.0,13.0
791,3.0,10.0,11.0,14.0,11.0,7.0,4.0,4.0,14.0
792,1.0,8.0,12.0,15.0,7.0,7.0,4.0,2.0,15.0
793,3.0,11.0,21.0,13.0,10.0,9.0,6.0,4.0,19.0
794,2.0,7.0,14.0,13.0,10.0,6.0,5.0,5.0,13.0
795,1.0,8.0,23.0,14.0,4.0,4.0,5.0,6.0,15.0
796,6.0,9.0,16.0,15.0,14.0,3.0,3.0,3.0,18.0
797,0.0,10.0,16.0,21.0,10.0,4.0,5.0,3.0,18.0
798,1.0,11.0,26.0,17.0,8.0,8.0,3.0,6.0,14.0
799,3.0,15.0,19.0,13.0,4.0,9.0,4.0,4.0,13.0
800,2.0,10.0,20.0,15.0,8.0,5.0,6.0,5.0,22.0
801,2.0,6.0,17.0,12.0,6.0,8.0,4.0,3.0,25.0
802,4.0,12.0,9.0,19.0,3.0,3.0,4.0,9.0,11.0
803,3.0,5.0,19.0,23.0,6.0,7.0,5.0,3.0,11.0
804,4.0,8.0,24.0,15.0,4.0,2.0,4.0,10.0,19.0
805,3.0,24.0,25.0,14.0,8.0,3.0,4.0,5.0,21.0
806,4.0,7.0,17.0,9.0,3.0,11.0,4.0,5.0,17.0
807,2.0,10.0,12.0,17.0,6.0,4.0,3.0,7.0,17.0
808,5.0,14.0,20.0,12.0,3.0,8.0,4.0,4.0,16.0
809,3.0,8.0,18.0,23.0,6.0,13.0,6.0,2.0,16.0
810,2.0,10.0,19.0,13.0,7.0,6.0,9.0,1.0,19.0
811,5.0,4.0,16.0,8.0,7.0,3.0,7.0,5.0,21.0
812,6.0,5.0,10.0,19.0,7.0,4.0,10.0,4.0,19.0
813,3.0,12.0,15.0,17.0,5.0,8.0,5.0,6.0,14.0
814,4.0,14.0,12.0,13.0,2.0,7.0,4.0,6.0,25.0
815,3.0,10.0,18.0,14.0,5.0,3.0,5.0,2.0,12.0
816,2.0,11.0,16.0,16.0,3.0,9.0,4.0,4.0,11.0
817,3.0,10.0,26.0,16.0,8.0,3.0,6.0,3.0,16.0
818,3.0,17.0,18.0,14.0,3.0,4.0,6.0,7.0,20.0
819,3.0,7.0,16.0,16.0,1.0,5.0,4.0,4.0,21.0
820,4.0,12.0,12.0,15.0,8.0,9.0,4.0,4.0,13.0
821,7.0,7.0,23.0,16.0,14.0,5.0,10.0,3.0,20.0
822,1.0,7.0,23.0,13.0,9.0,9.0,3.0,4.0,20.0
823,3.0,12.0,20.0,18.0,9.0,6.0,2.0,0.0,17.0
824,5.0,7.0,21.0,14.0,6.0,7.0,4.0,5.0,22.0
825,3.0,8.0,15.0,17.0,4.0,4.0,4.0,6.0,27.0
826,3.0,11.0,25.0,12.0,5.0,5.0,1.0,5.0,20.0
827,7.0,13.0,23.0,15.0,6.0,4.0,3.0,6.0,22.0
828,6.0,10.0,14.0,14.0,7.0,5.0,6.0,2.0,17.0
829,5.0,12.0,21.0,15.0,13.0,8.0,11.0,6.0,20.0
830,2.0,11.0,17.0,13.0,12.0,4.0,7.0,4.0,14.0
831,4.0,7.0,19.0,16.0,5.0,12.0,8.0,9.0,22.0
832,5.0,11.0,18.0,16.0,5.0,8.0,2.0,6.0,16.0
833,1.0,6.0,11.0,12.0,5.0,10.0,4.0,8.0,16.0
834,8.0,11.0,15.0,18.0,0.0,10.0,5.0,5.0,17.0
835,1.0,12.0,15.0,14.0,3.0,7.0,4.0,6.0,16.0
836,5.0,8.0,16.0,17.0,6.0,5.0,5.0,3.0,16.0
837,6.0,4.0,19.0,15.0,5.0,6.0,5.0,7.0,21.0
838,2.0,10.0,12.0,11.0,6.0,9.0,9.0,7.0,20.0
839,2.0,14.0,12.0,26.0,7.0,10.0,5.0,5.0,15.0
840,3.0,6.0,21.0,17.0,4.0,6.0,4.0,7.0,17.0
841,4.0,9.0,26.0,16.0,10.0,15.0,6.0,6.0,17.0
842,1.0,6.0,13.0,12.0,6.0,2.0,7.0,6.0,25.0
843,4.0,6.0,19.0,15.0,5.0,4.0,2.0,5.0,14.0
844,2.0,14.0,12.0,15.0,3.0,3.0,6.0,4.0,18.0
845,2.0,10.0,19.0,12.0,5.0,7.0,1.0,7.0,20.0
846,4.0,11.0,11.0,6.0,12.0,6.0,4.0,6.0,11.0
847,1.0,10.0,26.0,14.0,5.0,3.0,4.0,6.0,19.0
848,1.0,11.0,18.0,9.0,3.0,6.0,2.0,7.0,17.0
849,2.0,10.0,10.0,9.0,6.0,6.0,2.0,2.0,16.0
850,5.0,18.0,18.0,16.0,3.0,9.0,1.0,8.0,13.0
851,5.0,16.0,14.0,10.0,7.0,7.0,3.0,7.0,11.0
852,1.0,5.0,15.0,14.0,3.0,8.0,3.0,7.0,18.0
853,1.0,7.0,13.0,18.0,2.0,9.0,5.0,9.0,22.0
854,1.0,13.0,14.0,12.0,6.0,4.0,5.0,4.0,17.0
855,1.0,9.0,24.0,12.0,7.0,12.0,3.0,8.0,12.0
856,0.0,15.0,16.0,10.0,3.0,7.0,2.0,4.0,17.0
857,2.0,13.0,12.0,18.0,12.0,10.0,5.0,4.0,16.0
858,4.0,11.0,19.0,11.0,5.0,7.0,6.0,2.0,17.0
859,6.0,6.0,25.0,10.0,3.0,5.0,2.0,6.0,25.0
860,4.0,10.0,20.0,14.0,5.0,3.0,7.0,5.0,20.0
861,2.0,10.0,18.0,16.0,9.0,2.0,4.0,5.0,11.0
862,4.0,9.0,15.0,10.0,1.0,8.0,9.0,5.0,21.0
863,1.0,12.0,14.0,14.0,3.0,5.0,4.0,9.0,20.0
864,5.0,12.0,13.0,15.0,4.0,8.0,4.0,6.0,19.0
865,6.0,12.0,20.0,13.0,0.0,5.0,6.0,4.0,14.0
866,2.0,6.0,15.0,13.0,5.0,8.0,4.0,7.0,14.0
867,2.0,11.0,16.0,20.0,6.0,7.0,3.0,2.0,12.0
868,3.0,7.0,21.0,13.0,4.0,7.0,6.0,3.0,18.0
869,3.0,9.0,20.0,9.0,1.0,3.0,2.0,4.0,19.0
870,3.0,15.0,15.0,15.0,2.0,8.0,1.0,6.0,16.0
871,4.0,7.0,12.0,11.0,7.0,7.0,4.0,3.0,13.0
872,1.0,11.0,6.0,6.0,7.0,8.0,3.0,6.0,16.0
873,3.0,10.0,21.0,6.0,5.0,10.0,2.0,7.0,24.0
874,2.0,7.0,20.0,13.0,7.0,5.0,3.0,7.0,15.0
875,3.0,9.0,14.0,9.0,1.0,5.0,1.0,7.0,13.0
876,3.0,7.0,16.0,15.0,6.0,5.0,1.0,3.0,18.0
877,0.0,8.0,10.0,10.0,6.0,10.0,4.0,8.0,18.0
878,5.0,11.0,22.0,13.0,8.0,5.0,6.0,5.0,22.0
879,5.0,13.0,13.0,11.0,5.0,6.0,10.0,7.0,22.0
880,2.0,13.0,19.0,17.0,6.0,6.0,5.0,12.0,12.0
881,4.0,11.0,13.0,17.0,1.0,7.0,4.0,8.0,12.0
882,4.0,10.0,19.0,12.0,2.0,8.0,2.0,5.0,20.0
883,1.0,11.0,15.0,10.0,8.0,6.0,5.0,8.0,6.0
884,2.0,7.0,12.0,15.0,16.0,7.0,4.0,7.0,18.0
885,4.0,6.0,24.0,13.0,69.0,4.0,6.0,7.0,14.0
886,2.0,10.0,8.0,14.0,23.0,7.0,7.0,6.0,16.0
887,4.0,8.0,19.0,15.0,15.0,1.0,1.0,9.0,19.0
888,0.0,14.0,18.0,12.0,12.0,5.0,6.0,14.0,22.0
889,4.0,9.0,19.0,15.0,7.0,6.0,6.0,5.0,18.0
890,1.0,14.0,13.0,17.0,7.0,7.0,8.0,7.0,21.0
891,2.0,12.0,12.0,11.0,8.0,8.0,5.0,11.0,13.0
892,2.0,11.0,21.0,17.0,5.0,6.0,6.0,4.0,19.0
893,3.0,6.0,17.0,13.0,5.0,6.0,2.0,8.0,11.0
894,2.0,7.0,17.0,12.0,3.0,7.0,5.0,4.0,18.0
895,8.0,13.0,22.0,11.0,4.0,3.0,9.0,5.0,16.0
896,5.0,12.0,21.0,16.0,6.0,7.0,3.0,4.0,20.0
897,3.0,5.0,25.0,16.0,4.0,4.0,5.0,5.0,17.0
898,3.0,7.0,18.0,14.0,5.0,7.0,2.0,6.0,19.0
899,1.0,9.0,12.0,8.0,5.0,9.0,9.0,7.0,13.0
900,6.0,4.0,16.0,6.0,9.0,6.0,3.0,4.0,15.0
901,3.0,11.0,17.0,12.0,8.0,10.0,5.0,7.0,14.0
902,3.0,5.0,12.0,12.0,6.0,8.0,5.0,5.0,8.0
903,1.0,9.0,15.0,14.0,4.0,12.0,4.0,5.0,14.0
904,3.0,15.0,12.0,6.0,8.0,3.0,5.0,4.0,19.0
905,3.0,8.0,16.0,6.0,4.0,9.0,5.0,6.0,17.0
906,3.0,13.0,19.0,14.0,4.0,4.0,4.0,6.0,13.0
907,3.0,12.0,14.0,19.0,7.0,6.0,3.0,7.0,13.0
908,1.0,7.0,13.0,6.0,5.0,5.0,3.0,10.0,14.0
909,4.0,13.0,16.0,8.0,6.0,8.0,6.0,10.0,10.0
910,6.0,10.0,13.0,9.0,3.0,4.0,5.0,12.0,23.0
911,6.0,7.0,15.0,12.0,3.0,4.0,4.0,7.0,10.0
912,0.0,8.0,13.0,9.0,4.0,9.0,8.0,6.0,18.0
913,2.0,11.0,15.0,15.0,3.0,4.0,7.0,4.0,20.0
914,4.0,8.0,26.0,11.0,0.0,7.0,5.0,6.0,9.0
915,5.0,5.0,14.0,13.0,7.0,2.0,4.0,4.0,22.0
916,4.0,9.0,10.0,7.0,5.0,7.0,1.0,4.0,21.0
917,3.0,10.0,15.0,16.0,6.0,7.0,3.0,5.0,15.0
918,2.0,8.0,19.0,14.0,5.0,9.0,12.0,4.0,18.0
919,3.0,11.0,14.0,21.0,6.0,6.0,5.0,5.0,15.0
920,2.0,9.0,13.0,10.0,6.0,11.0,4.0,9.0,7.0
921,7.0,6.0,14.0,11.0,2.0,6.0,7.0,5.0,20.0
922,3.0,7.0,16.0,15.0,2.0,8.0,3.0,3.0,15.0
923,2.0,10.0,14.0,20.0,5.0,10.0,5.0,0.0,16.0
924,3.0,9.0,13.0,18.0,3.0,9.0,4.0,4.0,13.0
925,0.0,10.0,14.0,15.0,8.0,5.0,6.0,7.0,16.0
926,3.0,7.0,12.0,10.0,3.0,8.0,8.0,2.0,10.0
927,2.0,13.0,17.0,15.0,6.0,7.0,4.0,7.0,22.0
928,3.0,10.0,22.0,12.0,6.0,6.0,3.0,4.0,13.0
929,2.0,13.0,14.0,16.0,8.0,11.0,1.0,10.0,20.0
930,4.0,11.0,16.0,11.0,6.0,7.0,7.0,5.0,12.0
931,2.0,8.0,14.0,13.0,3.0,9.0,7.0,4.0,15.0
932,0.0,13.0,25.0,9.0,5.0,6.0,4.0,4.0,11.0
933,3.0,13.0,10.0,16.0,8.0,5.0,6.0,14.0,13.0
934,0.0,8.0,16.0,12.0,7.0,9.0,6.0,10.0,18.0
935,2.0,11.0,17.0,13.0,3.0,5.0,4.0,1.0,13.0
936,3.0,12.0,11.0,9.0,5.0,7.0,1.0,3.0,17.0
937,3.0,11.0,17.0,13.0,5.0,11.0,3.0,7.0,14.0
938,2.0,14.0,12.0,11.0,4.0,11.0,0.0,5.0,17.0
939,4.0,11.0,16.0,10.0,5.0,7.0,6.0,5.0,15.0
940,3.0,12.0,20.0,7.0,12.0,8.0,2.0,5.0,17.0
941,2.0,15.0,12.0,18.0,3.0,5.0,4.0,8.0,20.0
942,5.0,13.0,18.0,11.0,6.0,8.0,2.0,5.0,16.0
943,2.0,12.0,13.0,16.0,3.0,10.0,5.0,6.0,20.0
944,4.0,10.0,17.0,10.0,4.0,5.0,6.0,5.0,21.0
945,3.0,13.0,20.0,7.0,3.0,8.0,3.0,2.0,9.0
946,7.0,7.0,10.0,12.0,4.0,6.0,4.0,2.0,14.0
947,2.0,15.0,9.0,12.0,9.0,4.0,11.0,7.0,11.0
948,1.0,7.0,12.0,9.0,5.0,13.0,3.0,7.0,20.0
949,4.0,10.0,19.0,17.0,3.0,6.0,4.0,6.0,18.0
950,6.0,7.0,23.0,4.0,2.0,5.0,3.0,9.0,13.0
951,3.0,11.0,14.0,17.0,5.0,7.0,7.0,9.0,12.0
952,4.0,6.0,12.0,13.0,2.0,10.0,6.0,7.0,13.0
953,3.0,14.0,22.0,10.0,7.0,5.0,3.0,0.0,17.0
954,3.0,17.0,21.0,6.0,2.0,5.0,3.0,3.0,21.0
955,3.0,13.0,23.0,12.0,3.0,4.0,4.0,2.0,18.0
956,3.0,10.0,21.0,12.0,4.0,7.0,3.0,3.0,25.0
957,1.0,12.0,18.0,12.0,2.0,5.0,4.0,5.0,13.0
958,1.0,9.0,14.0,8.0,2.0,9.0,5.0,8.0,18.0
959,4.0,9.0,13.0,16.0,5.0,9.0,3.0,6.0,19.0
960,1.0,10.0,26.0,12.0,4.0,9.0,6.0,4.0,13.0
961,4.0,9.0,21.0,12.0,10.0,8.0,6.0,7.0,13.0
962,1.0,8.0,22.0,13.0,3.0,7.0,6.0,4.0,13.0
963,3.0,16.0,16.0,8.0,2.0,13.0,6.0,5.0,18.0
964,2.0,12.0,15.0,13.0,4.0,3.0,2.0,6.0,13.0
965,2.0,9.0,17.0,11.0,2.0,7.0,2.0,5.0,14.0
966,2.0,11.0,11.0,17.0,7.0,7.0,6.0,7.0,23.0
967,2.0,4.0,13.0,3.0,8.0,9.0,6.0,4.0,17.0
968,3.0,7.0,12.0,10.0,5.0,5.0,6.0,5.0,16.0
969,6.0,10.0,12.0,8.0,5.0,8.0,3.0,5.0,16.0
970,2.0,15.0,21.0,13.0,4.0,12.0,4.0,5.0,18.0
971,5.0,8.0,12.0,9.0,5.0,7.0,6.0,8.0,16.0
972,3.0,13.0,18.0,7.0,5.0,6.0,3.0,8.0,22.0
973,2.0,9.0,18.0,13.0,9.0,6.0,3.0,1.0,15.0
974,0.0,12.0,21.0,10.0,1.0,9.0,3.0,9.0,23.0
975,3.0,14.0,12.0,9.0,1.0,7.0,4.0,10.0,18.0
976,5.0,13.0,21.0,4.0,5.0,5.0,3.0,2.0,28.0
977,6.0,13.0,23.0,14.0,3.0,6.0,6.0,6.0,23.0
978,1.0,9.0,10.0,15.0,6.0,5.0,5.0,5.0,27.0
979,2.0,10.0,20.0,12.0,5.0,11.0,5.0,8.0,25.0
980,7.0,5.0,14.0,13.0,4.0,7.0,7.0,6.0,21.0
981,4.0,14.0,15.0,17.0,6.0,18.0,6.0,7.0,18.0
982,4.0,15.0,11.0,13.0,3.0,18.0,3.0,5.0,20.0
983,3.0,11.0,13.0,15.0,7.0,7.0,8.0,7.0,17.0
984,3.0,13.0,15.0,13.0,12.0,4.0,3.0,6.0,14.0
985,1.0,11.0,13.0,11.0,4.0,10.0,5.0,3.0,17.0
986,5.0,14.0,17.0,6.0,2.0,9.0,5.0,9.0,18.0
987,4.0,12.0,17.0,7.0,5.0,3.0,6.0,8.0,22.0
988,3.0,8.0,18.0,11.0,6.0,3.0,5.0,6.0,11.0
989,4.0,11.0,20.0,18.0,5.0,5.0,5.0,4.0,23.0
990,2.0,10.0,19.0,8.0,7.0,12.0,5.0,4.0,18.0
991,4.0,13.0,24.0,8.0,2.0,2.0,8.0,2.0,23.0
992,3.0,14.0,11.0,8.0,3.0,5.0,5.0,7.0,15.0
993,4.0,16.0,15.0,12.0,6.0,4.0,1.0,8.0,12.0
994,3.0,10.0,16.0,19.0,3.0,5.0,7.0,6.0,12.0
995,2.0,10.0,14.0,18.0,2.0,7.0,5.0,3.0,20.0
996,0.0,12.0,17.0,11.0,1.0,6.0,9.0,10.0,29.0
997,5.0,17.0,20.0,9.0,5.0,8.0,1.0,15.0,13.0
998,4.0,13.0,15.0,12.0,2.0,13.0,4.0,5.0,18.0
999,1.0,8.0,14.0,8.0,3.0,9.0,8.0,10.0,12.0
