,hospital-er-wait-minutes-piedmont_fayette,hospital-er-wait-minutes-piedmont_newton,hospital-er-wait-minutes-piedmont_mountside_ellijay,hospital-er-wait-minutes-piedmont_newnan,hospital-er-wait-minutes-piedmont_athens,hospital-er-wait-minutes-piedmont_henry,hospital-er-wait-minutes-piedmont_walton,hospital-er-wait-minutes-piedmont_mountainside,hospital-er-wait-minutes-piedmont_rockdale,hospital-er-wait-minutes-piedmont_atlanta
622,112.0,9.0,30.0,34.0,33.0,107.0,3.0,56.0,20.0,12.0
623,112.0,9.0,30.0,34.0,33.0,107.0,3.0,56.0,20.0,12.0
624,98.0,12.0,0.0,23.0,20.0,178.0,2.0,32.0,24.0,9.0
625,98.0,12.0,0.0,23.0,20.0,178.0,2.0,32.0,24.0,9.0
626,104.0,17.0,0.0,22.0,24.0,185.0,2.0,8.0,43.0,5.0
627,104.0,17.0,0.0,22.0,24.0,185.0,2.0,8.0,43.0,5.0
628,131.0,15.0,0.0,18.0,22.0,131.0,2.0,0.0,78.0,6.0
629,131.0,15.0,0.0,18.0,22.0,131.0,2.0,0.0,78.0,6.0
630,134.0,20.0,0.0,16.0,16.0,157.0,3.0,11.0,113.0,7.0
631,134.0,20.0,0.0,16.0,16.0,157.0,3.0,11.0,113.0,7.0
632,125.0,37.0,0.0,16.0,14.0,150.0,6.0,9.0,83.0,8.0
633,125.0,37.0,0.0,16.0,14.0,150.0,6.0,9.0,83.0,8.0
634,140.0,39.0,0.0,10.0,17.0,141.0,5.0,9.0,85.0,28.0
635,140.0,39.0,0.0,10.0,17.0,141.0,5.0,9.0,85.0,28.0
636,159.0,27.0,7.0,8.0,26.0,163.0,0.0,3.0,144.0,44.0
637,159.0,27.0,7.0,8.0,26.0,163.0,0.0,3.0,144.0,44.0
638,139.0,7.0,6.0,10.0,51.0,194.0,2.0,3.0,89.0,51.0
639,139.0,7.0,6.0,10.0,51.0,194.0,2.0,3.0,89.0,51.0
640,175.0,8.0,4.0,5.0,62.0,186.0,1.0,3.0,62.0,66.0
641,175.0,8.0,4.0,5.0,62.0,186.0,1.0,3.0,62.0,66.0
642,191.0,9.0,0.0,15.0,56.0,216.0,0.0,2.0,24.0,114.0
643,191.0,9.0,0.0,15.0,56.0,216.0,0.0,2.0,24.0,114.0
644,180.0,13.0,0.0,14.0,36.0,294.0,2.0,3.0,19.0,73.0
645,180.0,13.0,0.0,14.0,36.0,294.0,2.0,3.0,19.0,73.0
646,159.0,29.0,8.0,6.0,32.0,323.0,10.0,0.0,36.0,66.0
647,159.0,29.0,8.0,6.0,32.0,323.0,10.0,0.0,36.0,66.0
648,176.0,50.0,8.0,7.0,14.0,359.0,6.0,0.0,36.0,93.0
649,176.0,50.0,8.0,7.0,14.0,359.0,6.0,0.0,36.0,93.0
650,214.0,56.0,0.0,7.0,13.0,288.0,1.0,0.0,11.0,147.0
651,214.0,56.0,0.0,7.0,13.0,288.0,1.0,0.0,11.0,147.0
652,251.0,42.0,0.0,2.0,19.0,298.0,0.0,0.0,20.0,164.0
653,251.0,42.0,0.0,2.0,19.0,298.0,0.0,0.0,20.0,164.0
654,232.0,11.0,0.0,2.0,24.0,276.0,1.0,0.0,20.0,184.0
655,232.0,11.0,0.0,2.0,24.0,276.0,1.0,0.0,20.0,184.0
656,240.0,29.0,0.0,0.0,9.0,240.0,1.0,14.0,11.0,135.0
657,240.0,29.0,0.0,0.0,9.0,240.0,1.0,14.0,11.0,135.0
658,286.0,69.0,0.0,2.0,18.0,240.0,0.0,16.0,14.0,222.0
659,286.0,69.0,0.0,2.0,18.0,240.0,0.0,16.0,14.0,222.0
660,173.0,73.0,0.0,2.0,23.0,151.0,0.0,16.0,32.0,236.0
661,173.0,73.0,0.0,2.0,23.0,151.0,0.0,16.0,32.0,236.0
662,255.0,86.0,2.0,8.0,25.0,162.0,1.0,0.0,25.0,8.0
663,255.0,86.0,2.0,8.0,25.0,162.0,1.0,0.0,25.0,8.0
664,251.0,86.0,21.0,12.0,27.0,139.0,1.0,0.0,24.0,10.0
665,251.0,86.0,21.0,12.0,27.0,139.0,1.0,0.0,24.0,10.0
666,207.0,12.0,21.0,19.0,30.0,148.0,6.0,0.0,18.0,9.0
667,207.0,12.0,21.0,19.0,30.0,148.0,6.0,0.0,18.0,9.0
668,131.0,41.0,24.0,6.0,14.0,82.0,3.0,24.0,13.0,2.0
669,131.0,41.0,24.0,6.0,14.0,82.0,3.0,24.0,13.0,2.0
670,117.0,31.0,20.0,0.0,16.0,78.0,2.0,0.0,16.0,6.0
671,117.0,31.0,20.0,0.0,16.0,78.0,2.0,0.0,16.0,6.0
672,115.0,27.0,14.0,0.0,20.0,50.0,1.0,13.0,13.0,11.0
673,115.0,27.0,14.0,0.0,20.0,50.0,1.0,13.0,13.0,11.0
674,76.0,19.0,28.0,2.0,18.0,50.0,2.0,13.0,9.0,15.0
675,76.0,19.0,28.0,2.0,18.0,50.0,2.0,13.0,9.0,15.0
676,57.0,23.0,28.0,3.0,22.0,56.0,2.0,11.0,9.0,16.0
677,57.0,23.0,28.0,3.0,22.0,56.0,2.0,11.0,9.0,16.0
678,57.0,22.0,0.0,7.0,23.0,71.0,2.0,13.0,10.0,27.0
679,57.0,22.0,0.0,7.0,23.0,71.0,2.0,13.0,10.0,27.0
680,68.0,23.0,13.0,14.0,23.0,85.0,3.0,17.0,6.0,39.0
681,68.0,23.0,13.0,14.0,23.0,85.0,3.0,17.0,6.0,39.0
682,79.0,28.0,11.0,20.0,14.0,83.0,4.0,15.0,6.0,52.0
683,79.0,28.0,11.0,20.0,14.0,83.0,4.0,15.0,6.0,52.0
684,89.0,23.0,12.0,16.0,11.0,76.0,5.0,11.0,13.0,70.0
685,89.0,23.0,12.0,16.0,11.0,76.0,5.0,11.0,13.0,70.0
686,85.0,33.0,16.0,9.0,14.0,73.0,4.0,6.0,19.0,62.0
687,85.0,33.0,16.0,9.0,14.0,73.0,4.0,6.0,19.0,62.0
688,95.0,46.0,16.0,8.0,15.0,85.0,0.0,7.0,19.0,57.0
689,95.0,46.0,16.0,8.0,15.0,85.0,0.0,7.0,19.0,57.0
690,99.0,39.0,7.0,11.0,12.0,97.0,3.0,10.0,14.0,49.0
691,99.0,39.0,7.0,11.0,12.0,97.0,3.0,10.0,14.0,49.0
692,89.0,23.0,7.0,11.0,13.0,118.0,3.0,0.0,13.0,39.0
693,89.0,23.0,7.0,11.0,13.0,118.0,3.0,0.0,13.0,39.0
694,94.0,23.0,9.0,11.0,21.0,142.0,4.0,11.0,12.0,36.0
695,94.0,23.0,9.0,11.0,21.0,142.0,4.0,11.0,12.0,36.0
696,89.0,27.0,19.0,10.0,24.0,150.0,1.0,11.0,12.0,30.0
697,89.0,27.0,19.0,10.0,24.0,150.0,1.0,11.0,12.0,30.0
698,76.0,42.0,46.0,9.0,28.0,145.0,1.0,16.0,9.0,22.0
699,76.0,42.0,46.0,9.0,28.0,145.0,1.0,16.0,9.0,22.0
700,80.0,44.0,76.0,11.0,33.0,117.0,5.0,20.0,6.0,16.0
701,80.0,44.0,76.0,11.0,33.0,117.0,5.0,20.0,6.0,16.0
702,99.0,58.0,77.0,15.0,35.0,125.0,7.0,18.0,16.0,15.0
703,99.0,58.0,77.0,15.0,35.0,125.0,7.0,18.0,16.0,15.0
704,93.0,55.0,77.0,16.0,33.0,124.0,6.0,16.0,22.0,16.0
705,93.0,55.0,77.0,16.0,33.0,124.0,6.0,16.0,22.0,16.0
706,98.0,29.0,0.0,19.0,28.0,133.0,4.0,17.0,28.0,21.0
707,98.0,29.0,0.0,19.0,28.0,133.0,4.0,17.0,28.0,21.0
708,121.0,23.0,0.0,23.0,34.0,124.0,5.0,19.0,46.0,21.0
709,121.0,23.0,0.0,23.0,34.0,124.0,5.0,19.0,46.0,21.0
710,116.0,21.0,6.0,30.0,47.0,85.0,3.0,20.0,74.0,14.0
711,116.0,21.0,6.0,30.0,47.0,85.0,3.0,20.0,74.0,14.0
712,88.0,28.0,6.0,33.0,55.0,78.0,4.0,20.0,68.0,19.0
713,88.0,28.0,6.0,33.0,55.0,78.0,4.0,20.0,68.0,19.0
714,67.0,36.0,22.0,31.0,49.0,89.0,7.0,0.0,74.0,16.0
715,67.0,36.0,22.0,31.0,49.0,89.0,7.0,0.0,74.0,16.0
716,85.0,50.0,52.0,33.0,38.0,99.0,7.0,14.0,102.0,11.0
717,85.0,50.0,52.0,33.0,38.0,99.0,7.0,14.0,102.0,11.0
718,98.0,42.0,68.0,32.0,44.0,115.0,8.0,14.0,87.0,10.0
719,98.0,42.0,68.0,32.0,44.0,115.0,8.0,14.0,87.0,10.0
720,119.0,33.0,68.0,39.0,30.0,81.0,7.0,14.0,29.0,12.0
721,119.0,33.0,68.0,39.0,30.0,81.0,7.0,14.0,29.0,12.0
722,109.0,25.0,0.0,71.0,17.0,103.0,5.0,12.0,28.0,15.0
723,109.0,25.0,0.0,71.0,17.0,103.0,5.0,12.0,28.0,15.0
724,86.0,22.0,0.0,69.0,18.0,129.0,5.0,12.0,28.0,20.0
725,86.0,22.0,0.0,69.0,18.0,129.0,5.0,12.0,28.0,20.0
726,77.0,33.0,11.0,48.0,16.0,145.0,6.0,4.0,43.0,27.0
727,77.0,33.0,11.0,48.0,16.0,145.0,6.0,4.0,43.0,27.0
728,64.0,44.0,11.0,62.0,19.0,135.0,4.0,4.0,51.0,23.0
729,64.0,44.0,11.0,62.0,19.0,135.0,4.0,4.0,51.0,23.0
730,70.0,47.0,0.0,32.0,23.0,147.0,1.0,0.0,31.0,12.0
731,70.0,47.0,0.0,32.0,23.0,147.0,1.0,0.0,31.0,12.0
732,82.0,89.0,0.0,26.0,23.0,133.0,1.0,0.0,35.0,8.0
733,82.0,89.0,0.0,26.0,23.0,133.0,1.0,0.0,35.0,8.0
734,105.0,89.0,0.0,21.0,24.0,132.0,2.0,0.0,33.0,3.0
735,105.0,89.0,0.0,21.0,24.0,132.0,2.0,0.0,33.0,3.0
736,108.0,117.0,0.0,19.0,17.0,91.0,0.0,0.0,47.0,7.0
737,108.0,117.0,0.0,19.0,17.0,91.0,0.0,0.0,47.0,7.0
738,122.0,118.0,0.0,28.0,12.0,91.0,0.0,0.0,40.0,7.0
739,122.0,118.0,0.0,28.0,12.0,91.0,0.0,0.0,40.0,7.0
740,130.0,93.0,0.0,25.0,12.0,124.0,0.0,7.0,48.0,3.0
741,130.0,93.0,0.0,25.0,12.0,124.0,0.0,7.0,48.0,3.0
742,137.0,80.0,0.0,19.0,14.0,114.0,1.0,7.0,12.0,3.0
743,137.0,80.0,0.0,19.0,14.0,114.0,1.0,7.0,12.0,3.0
744,131.0,38.0,0.0,13.0,14.0,65.0,1.0,0.0,12.0,7.0
745,131.0,38.0,0.0,13.0,14.0,65.0,1.0,0.0,12.0,7.0
746,138.0,25.0,0.0,4.0,16.0,60.0,1.0,2.0,17.0,13.0
747,138.0,25.0,0.0,4.0,16.0,60.0,1.0,2.0,17.0,13.0
748,118.0,55.0,3.0,4.0,21.0,15.0,0.0,2.0,19.0,15.0
749,118.0,55.0,3.0,4.0,21.0,15.0,0.0,2.0,19.0,15.0
750,124.0,55.0,17.0,3.0,24.0,36.0,1.0,0.0,36.0,18.0
751,124.0,55.0,17.0,3.0,24.0,36.0,1.0,0.0,36.0,18.0
752,132.0,52.0,17.0,4.0,7.0,59.0,2.0,0.0,61.0,13.0
753,132.0,52.0,17.0,4.0,7.0,59.0,2.0,0.0,61.0,13.0
754,79.0,68.0,0.0,5.0,9.0,45.0,6.0,14.0,66.0,16.0
755,79.0,68.0,0.0,5.0,9.0,45.0,6.0,14.0,66.0,16.0
756,76.0,94.0,0.0,5.0,15.0,31.0,8.0,17.0,49.0,14.0
757,76.0,94.0,0.0,5.0,15.0,31.0,8.0,17.0,49.0,14.0
758,50.0,104.0,0.0,3.0,14.0,25.0,14.0,17.0,25.0,3.0
759,50.0,104.0,0.0,3.0,14.0,25.0,14.0,17.0,25.0,3.0
760,36.0,118.0,0.0,4.0,12.0,17.0,14.0,12.0,15.0,3.0
761,36.0,118.0,0.0,4.0,12.0,17.0,14.0,12.0,15.0,3.0
762,43.0,88.0,18.0,5.0,17.0,21.0,20.0,17.0,15.0,5.0
763,43.0,88.0,18.0,5.0,17.0,21.0,20.0,17.0,15.0,5.0
764,50.0,29.0,19.0,2.0,27.0,25.0,16.0,17.0,23.0,7.0
765,50.0,29.0,19.0,2.0,27.0,25.0,16.0,17.0,23.0,7.0
766,57.0,31.0,19.0,3.0,36.0,29.0,5.0,23.0,37.0,9.0
767,57.0,31.0,19.0,3.0,36.0,29.0,5.0,23.0,37.0,9.0
768,59.0,31.0,21.0,5.0,47.0,35.0,2.0,43.0,39.0,10.0
769,59.0,31.0,21.0,5.0,47.0,35.0,2.0,43.0,39.0,10.0
770,51.0,29.0,21.0,3.0,54.0,33.0,3.0,82.0,34.0,11.0
771,51.0,29.0,21.0,3.0,54.0,33.0,3.0,82.0,34.0,11.0
772,57.0,22.0,5.0,6.0,45.0,29.0,1.0,84.0,29.0,16.0
773,57.0,22.0,5.0,6.0,45.0,29.0,1.0,84.0,29.0,16.0
774,58.0,35.0,5.0,6.0,44.0,30.0,1.0,65.0,29.0,17.0
775,58.0,35.0,5.0,6.0,44.0,30.0,1.0,65.0,29.0,17.0
776,54.0,51.0,21.0,5.0,47.0,31.0,4.0,61.0,21.0,19.0
777,54.0,51.0,21.0,5.0,47.0,31.0,4.0,61.0,21.0,19.0
778,60.0,58.0,19.0,5.0,54.0,30.0,5.0,43.0,25.0,19.0
779,60.0,58.0,19.0,5.0,54.0,30.0,5.0,43.0,25.0,19.0
780,75.0,44.0,19.0,6.0,69.0,33.0,3.0,38.0,15.0,12.0
781,75.0,44.0,19.0,6.0,69.0,33.0,3.0,38.0,15.0,12.0
782,69.0,52.0,9.0,8.0,81.0,42.0,3.0,29.0,12.0,8.0
783,69.0,52.0,9.0,8.0,81.0,42.0,3.0,29.0,12.0,8.0
784,55.0,50.0,9.0,6.0,81.0,54.0,1.0,23.0,19.0,7.0
785,55.0,50.0,9.0,6.0,81.0,54.0,1.0,23.0,19.0,7.0
786,65.0,46.0,10.0,8.0,89.0,59.0,2.0,24.0,25.0,8.0
787,65.0,46.0,10.0,8.0,89.0,59.0,2.0,24.0,25.0,8.0
788,75.0,46.0,17.0,11.0,122.0,65.0,4.0,28.0,21.0,9.0
789,75.0,46.0,17.0,11.0,122.0,65.0,4.0,28.0,21.0,9.0
790,68.0,46.0,17.0,10.0,119.0,75.0,3.0,47.0,18.0,11.0
791,68.0,46.0,17.0,10.0,119.0,75.0,3.0,47.0,18.0,11.0
792,64.0,29.0,25.0,10.0,122.0,76.0,3.0,47.0,26.0,11.0
793,64.0,29.0,25.0,10.0,122.0,76.0,3.0,47.0,26.0,11.0
794,53.0,35.0,25.0,13.0,116.0,66.0,3.0,56.0,32.0,10.0
795,53.0,35.0,25.0,13.0,116.0,66.0,3.0,56.0,32.0,10.0
796,62.0,43.0,0.0,16.0,106.0,60.0,2.0,61.0,15.0,9.0
797,62.0,43.0,0.0,16.0,106.0,60.0,2.0,61.0,15.0,9.0
798,61.0,47.0,0.0,13.0,110.0,67.0,2.0,56.0,15.0,6.0
799,61.0,47.0,0.0,13.0,110.0,67.0,2.0,56.0,15.0,6.0
800,68.0,55.0,6.0,15.0,104.0,70.0,2.0,54.0,17.0,5.0
801,68.0,55.0,6.0,15.0,104.0,70.0,2.0,54.0,17.0,5.0
802,70.0,53.0,30.0,20.0,126.0,70.0,2.0,49.0,20.0,3.0
803,70.0,53.0,30.0,20.0,126.0,70.0,2.0,49.0,20.0,3.0
804,88.0,50.0,36.0,16.0,136.0,86.0,3.0,51.0,15.0,6.0
805,88.0,50.0,36.0,16.0,136.0,86.0,3.0,51.0,15.0,6.0
806,63.0,65.0,36.0,13.0,128.0,112.0,5.0,57.0,12.0,16.0
807,63.0,65.0,36.0,13.0,128.0,112.0,5.0,57.0,12.0,16.0
808,58.0,65.0,16.0,21.0,104.0,117.0,5.0,60.0,9.0,22.0
809,58.0,65.0,16.0,21.0,104.0,117.0,5.0,60.0,9.0,22.0
810,46.0,63.0,16.0,30.0,89.0,137.0,6.0,69.0,11.0,15.0
811,46.0,63.0,16.0,30.0,89.0,137.0,6.0,69.0,11.0,15.0
812,54.0,90.0,0.0,24.0,72.0,154.0,6.0,84.0,16.0,4.0
813,54.0,90.0,0.0,24.0,72.0,154.0,6.0,84.0,16.0,4.0
814,58.0,78.0,9.0,21.0,53.0,186.0,3.0,53.0,17.0,13.0
815,58.0,78.0,9.0,21.0,53.0,186.0,3.0,53.0,17.0,13.0
816,46.0,39.0,11.0,9.0,17.0,168.0,8.0,53.0,17.0,21.0
817,46.0,39.0,11.0,9.0,17.0,168.0,8.0,53.0,17.0,21.0
818,43.0,27.0,14.0,6.0,11.0,198.0,11.0,110.0,15.0,16.0
819,43.0,27.0,14.0,6.0,11.0,198.0,11.0,110.0,15.0,16.0
820,52.0,40.0,17.0,7.0,11.0,201.0,9.0,73.0,13.0,13.0
821,52.0,40.0,17.0,7.0,11.0,201.0,9.0,73.0,13.0,13.0
822,54.0,61.0,9.0,12.0,7.0,170.0,7.0,1.0,11.0,30.0
823,54.0,61.0,9.0,12.0,7.0,170.0,7.0,1.0,11.0,30.0
824,34.0,82.0,15.0,21.0,8.0,142.0,7.0,6.0,21.0,59.0
825,34.0,82.0,15.0,21.0,8.0,142.0,7.0,6.0,21.0,59.0
826,36.0,98.0,15.0,13.0,10.0,144.0,7.0,6.0,27.0,84.0
827,36.0,98.0,15.0,13.0,10.0,144.0,7.0,6.0,27.0,84.0
828,37.0,118.0,0.0,9.0,17.0,124.0,13.0,11.0,34.0,77.0
829,37.0,118.0,0.0,9.0,17.0,124.0,13.0,11.0,34.0,77.0
830,29.0,129.0,0.0,6.0,17.0,108.0,13.0,11.0,34.0,65.0
831,29.0,129.0,0.0,6.0,17.0,108.0,13.0,11.0,34.0,65.0
832,36.0,176.0,0.0,2.0,12.0,122.0,4.0,0.0,20.0,14.0
833,36.0,176.0,0.0,2.0,12.0,122.0,4.0,0.0,20.0,14.0
834,32.0,160.0,0.0,6.0,20.0,129.0,4.0,0.0,16.0,14.0
835,32.0,160.0,0.0,6.0,20.0,129.0,4.0,0.0,16.0,14.0
836,21.0,170.0,0.0,6.0,9.0,102.0,1.0,0.0,13.0,10.0
837,21.0,170.0,0.0,6.0,9.0,102.0,1.0,0.0,13.0,10.0
838,48.0,125.0,0.0,16.0,10.0,98.0,10.0,0.0,8.0,12.0
839,48.0,125.0,0.0,16.0,10.0,98.0,10.0,0.0,8.0,12.0
840,34.0,123.0,0.0,13.0,7.0,175.0,18.0,0.0,17.0,15.0
841,34.0,123.0,0.0,13.0,7.0,175.0,18.0,0.0,17.0,15.0
842,21.0,64.0,0.0,9.0,8.0,175.0,18.0,8.0,14.0,18.0
843,21.0,64.0,0.0,9.0,8.0,175.0,18.0,8.0,14.0,18.0
844,32.0,36.0,0.0,12.0,10.0,43.0,5.0,8.0,9.0,28.0
845,32.0,36.0,0.0,12.0,10.0,43.0,5.0,8.0,9.0,28.0
846,48.0,38.0,0.0,9.0,6.0,46.0,5.0,7.0,0.0,29.0
847,48.0,38.0,0.0,9.0,6.0,46.0,5.0,7.0,0.0,29.0
848,86.0,34.0,0.0,6.0,12.0,40.0,3.0,7.0,12.0,36.0
849,86.0,34.0,0.0,6.0,12.0,40.0,3.0,7.0,12.0,36.0
850,80.0,47.0,0.0,11.0,27.0,14.0,3.0,1.0,29.0,23.0
851,80.0,47.0,0.0,11.0,27.0,14.0,3.0,1.0,29.0,23.0
852,52.0,45.0,0.0,9.0,10.0,20.0,6.0,6.0,32.0,16.0
853,52.0,45.0,0.0,9.0,10.0,20.0,6.0,6.0,32.0,16.0
854,36.0,26.0,10.0,7.0,11.0,38.0,7.0,6.0,29.0,10.0
855,36.0,26.0,10.0,7.0,11.0,38.0,7.0,6.0,29.0,10.0
856,45.0,18.0,13.0,3.0,12.0,47.0,14.0,0.0,15.0,6.0
857,45.0,18.0,13.0,3.0,12.0,47.0,14.0,0.0,15.0,6.0
858,78.0,33.0,13.0,3.0,14.0,33.0,9.0,2.0,23.0,4.0
859,78.0,33.0,13.0,3.0,14.0,33.0,9.0,2.0,23.0,4.0
860,82.0,64.0,0.0,3.0,14.0,31.0,3.0,2.0,17.0,7.0
861,82.0,64.0,0.0,3.0,14.0,31.0,3.0,2.0,17.0,7.0
862,66.0,64.0,9.0,3.0,11.0,37.0,3.0,10.0,19.0,9.0
863,66.0,64.0,9.0,3.0,11.0,37.0,3.0,10.0,19.0,9.0
864,70.0,61.0,13.0,8.0,20.0,43.0,4.0,9.0,26.0,11.0
865,70.0,61.0,13.0,8.0,20.0,43.0,4.0,9.0,26.0,11.0
866,89.0,29.0,16.0,10.0,25.0,45.0,3.0,17.0,17.0,12.0
867,89.0,29.0,16.0,10.0,25.0,45.0,3.0,17.0,17.0,12.0
868,88.0,19.0,17.0,4.0,22.0,45.0,3.0,36.0,9.0,14.0
869,88.0,19.0,17.0,4.0,22.0,45.0,3.0,36.0,9.0,14.0
870,82.0,27.0,11.0,5.0,23.0,38.0,2.0,44.0,17.0,15.0
871,82.0,27.0,11.0,5.0,23.0,38.0,2.0,44.0,17.0,15.0
872,89.0,39.0,13.0,7.0,21.0,34.0,2.0,32.0,19.0,16.0
873,89.0,39.0,13.0,7.0,21.0,34.0,2.0,32.0,19.0,16.0
874,69.0,39.0,14.0,11.0,11.0,48.0,3.0,13.0,20.0,16.0
875,69.0,39.0,14.0,11.0,11.0,48.0,3.0,13.0,20.0,16.0
876,70.0,44.0,14.0,19.0,12.0,53.0,2.0,18.0,18.0,12.0
877,70.0,44.0,14.0,19.0,12.0,53.0,2.0,18.0,18.0,12.0
878,84.0,62.0,11.0,30.0,17.0,59.0,2.0,13.0,24.0,7.0
879,84.0,62.0,11.0,30.0,17.0,59.0,2.0,13.0,24.0,7.0
880,102.0,66.0,14.0,30.0,19.0,64.0,2.0,16.0,26.0,6.0
881,102.0,66.0,14.0,30.0,19.0,64.0,2.0,16.0,26.0,6.0
882,82.0,61.0,17.0,22.0,21.0,66.0,2.0,22.0,22.0,9.0
883,82.0,61.0,17.0,22.0,21.0,66.0,2.0,22.0,22.0,9.0
884,77.0,41.0,14.0,15.0,19.0,82.0,2.0,19.0,28.0,11.0
885,77.0,41.0,14.0,15.0,19.0,82.0,2.0,19.0,28.0,11.0
886,81.0,37.0,12.0,21.0,21.0,71.0,1.0,8.0,29.0,11.0
887,81.0,37.0,12.0,21.0,21.0,71.0,1.0,8.0,29.0,11.0
888,86.0,27.0,11.0,32.0,27.0,80.0,3.0,8.0,22.0,10.0
889,86.0,27.0,11.0,32.0,27.0,80.0,3.0,8.0,22.0,10.0
890,69.0,33.0,9.0,32.0,31.0,56.0,3.0,0.0,17.0,5.0
891,69.0,33.0,9.0,32.0,31.0,56.0,3.0,0.0,17.0,5.0
892,68.0,49.0,10.0,33.0,30.0,59.0,4.0,8.0,22.0,9.0
893,68.0,49.0,10.0,33.0,30.0,59.0,4.0,8.0,22.0,9.0
894,76.0,69.0,11.0,39.0,36.0,61.0,7.0,11.0,23.0,10.0
895,76.0,69.0,11.0,39.0,36.0,61.0,7.0,11.0,23.0,10.0
896,90.0,73.0,0.0,55.0,44.0,47.0,11.0,18.0,28.0,7.0
897,90.0,73.0,0.0,55.0,44.0,47.0,11.0,18.0,28.0,7.0
898,103.0,66.0,7.0,61.0,39.0,43.0,19.0,18.0,37.0,7.0
899,103.0,66.0,7.0,61.0,39.0,43.0,19.0,18.0,37.0,7.0
900,110.0,63.0,17.0,76.0,25.0,45.0,17.0,0.0,22.0,9.0
901,110.0,63.0,17.0,76.0,25.0,45.0,17.0,0.0,22.0,9.0
902,116.0,43.0,38.0,108.0,31.0,57.0,10.0,0.0,15.0,10.0
903,116.0,43.0,38.0,108.0,31.0,57.0,10.0,0.0,15.0,10.0
904,123.0,51.0,21.0,119.0,39.0,73.0,7.0,0.0,22.0,10.0
905,123.0,51.0,21.0,119.0,39.0,73.0,7.0,0.0,22.0,10.0
906,118.0,55.0,17.0,104.0,41.0,85.0,6.0,9.0,9.0,11.0
907,118.0,55.0,17.0,104.0,41.0,85.0,6.0,9.0,9.0,11.0
908,89.0,48.0,13.0,96.0,25.0,46.0,8.0,20.0,14.0,12.0
909,89.0,48.0,13.0,96.0,25.0,46.0,8.0,20.0,14.0,12.0
910,114.0,45.0,9.0,67.0,16.0,73.0,6.0,20.0,21.0,12.0
911,114.0,45.0,9.0,67.0,16.0,73.0,6.0,20.0,21.0,12.0
912,146.0,61.0,7.0,37.0,15.0,91.0,6.0,0.0,18.0,17.0
913,146.0,61.0,7.0,37.0,15.0,91.0,6.0,0.0,18.0,17.0
914,153.0,38.0,7.0,31.0,13.0,82.0,5.0,13.0,15.0,24.0
915,153.0,38.0,7.0,31.0,13.0,82.0,5.0,13.0,15.0,24.0
916,167.0,24.0,13.0,46.0,13.0,117.0,0.0,15.0,12.0,31.0
917,167.0,24.0,13.0,46.0,13.0,117.0,0.0,15.0,12.0,31.0
918,176.0,12.0,14.0,39.0,11.0,134.0,1.0,15.0,10.0,5.0
919,176.0,12.0,14.0,39.0,11.0,134.0,1.0,15.0,10.0,5.0
920,184.0,12.0,14.0,33.0,5.0,159.0,1.0,16.0,15.0,6.0
921,184.0,12.0,14.0,33.0,5.0,159.0,1.0,16.0,15.0,6.0
922,198.0,11.0,0.0,14.0,9.0,170.0,23.0,0.0,14.0,9.0
923,198.0,11.0,0.0,14.0,9.0,170.0,23.0,0.0,14.0,9.0
924,179.0,16.0,0.0,14.0,11.0,153.0,23.0,0.0,11.0,15.0
925,179.0,16.0,0.0,14.0,11.0,153.0,23.0,0.0,11.0,15.0
926,178.0,32.0,0.0,33.0,13.0,309.0,10.0,1.0,13.0,15.0
927,178.0,32.0,0.0,33.0,13.0,309.0,10.0,1.0,13.0,15.0
928,86.0,44.0,5.0,43.0,16.0,313.0,10.0,1.0,21.0,16.0
929,86.0,44.0,5.0,43.0,16.0,313.0,10.0,1.0,21.0,16.0
930,80.0,0.0,5.0,29.0,23.0,259.0,0.0,0.0,27.0,21.0
931,80.0,0.0,5.0,29.0,23.0,259.0,0.0,0.0,27.0,21.0
932,73.0,22.0,0.0,7.0,24.0,211.0,0.0,0.0,24.0,21.0
933,73.0,22.0,0.0,7.0,24.0,211.0,0.0,0.0,24.0,21.0
934,72.0,41.0,0.0,11.0,18.0,249.0,14.0,0.0,17.0,19.0
935,72.0,41.0,0.0,11.0,18.0,249.0,14.0,0.0,17.0,19.0
936,83.0,41.0,0.0,10.0,11.0,237.0,14.0,0.0,22.0,24.0
937,83.0,41.0,0.0,10.0,11.0,237.0,14.0,0.0,22.0,24.0
938,90.0,8.0,0.0,10.0,18.0,214.0,7.0,0.0,18.0,22.0
939,90.0,8.0,0.0,10.0,18.0,214.0,7.0,0.0,18.0,22.0
940,93.0,10.0,0.0,11.0,18.0,226.0,17.0,0.0,13.0,13.0
941,93.0,10.0,0.0,11.0,18.0,226.0,17.0,0.0,13.0,13.0
942,104.0,10.0,0.0,24.0,0.0,232.0,17.0,0.0,13.0,28.0
943,104.0,10.0,0.0,24.0,0.0,232.0,17.0,0.0,13.0,28.0
944,134.0,0.0,0.0,26.0,6.0,272.0,5.0,27.0,26.0,21.0
945,134.0,0.0,0.0,26.0,6.0,272.0,5.0,27.0,26.0,21.0
946,95.0,10.0,0.0,18.0,10.0,215.0,9.0,27.0,27.0,9.0
947,95.0,10.0,0.0,18.0,10.0,215.0,9.0,27.0,27.0,9.0
948,36.0,13.0,0.0,1.0,15.0,239.0,9.0,16.0,25.0,10.0
