,traffic-nj511-minutes-i-87_from_the_triborough_bridge_to_i-80_via_the_upper_level,traffic-nj511-minutes-harlem_river_drive_from_the_triborough_bridge_to_i-80_via_the_lower_level,traffic-nj511-minutes-harlem_river_drive_from_the_triborough_bridge_to_i-80_via_the_upper_level,traffic-nj511-minutes-i-87_from_the_triborough_bridge_to_i-80_via_the_lower_level
726,13.0,11.0,12.0,12.0
727,12.0,11.0,12.0,12.0
728,13.0,12.0,12.0,12.0
729,13.0,11.0,12.0,12.0
730,13.0,11.0,12.0,12.0
731,13.0,11.0,12.0,12.0
732,13.0,11.0,12.0,12.0
733,12.0,11.0,12.0,12.0
734,12.0,11.0,11.0,12.0
735,12.0,11.0,11.0,12.0
736,12.0,11.0,11.0,12.0
737,13.0,11.0,11.0,12.0
738,12.0,11.0,11.0,12.0
739,12.0,11.0,11.0,13.0
740,13.0,12.0,12.0,13.0
741,13.0,12.0,12.0,13.0
742,14.0,12.0,13.0,13.0
743,14.0,12.0,13.0,13.0
744,14.0,11.0,13.0,13.0
745,13.0,11.0,12.0,12.0
746,13.0,12.0,12.0,12.0
747,13.0,12.0,12.0,12.0
748,13.0,11.0,12.0,12.0
749,13.0,11.0,11.0,12.0
750,13.0,11.0,11.0,12.0
751,13.0,11.0,12.0,12.0
752,14.0,12.0,12.0,13.0
753,13.0,13.0,13.0,13.0
754,14.0,12.0,13.0,13.0
755,13.0,13.0,13.0,13.0
756,12.0,13.0,12.0,13.0
757,13.0,13.0,13.0,13.0
758,13.0,14.0,12.0,15.0
759,13.0,15.0,12.0,15.0
760,13.0,13.0,12.0,14.0
761,13.0,13.0,12.0,13.0
762,13.0,12.0,12.0,13.0
763,13.0,12.0,12.0,13.0
764,14.0,13.0,13.0,13.0
765,14.0,12.0,13.0,13.0
766,15.0,12.0,14.0,13.0
767,14.0,12.0,13.0,13.0
768,13.0,12.0,12.0,13.0
769,12.0,13.0,12.0,13.0
770,13.0,12.0,12.0,13.0
771,13.0,12.0,12.0,13.0
772,17.0,14.0,16.0,14.0
773,16.0,14.0,15.0,15.0
774,14.0,13.0,13.0,14.0
775,13.0,13.0,12.0,14.0
776,12.0,12.0,12.0,13.0
777,12.0,12.0,11.0,13.0
778,12.0,12.0,11.0,13.0
779,12.0,12.0,12.0,13.0
780,12.0,12.0,12.0,13.0
781,13.0,12.0,12.0,13.0
782,13.0,13.0,12.0,13.0
783,12.0,12.0,11.0,13.0
784,13.0,12.0,12.0,13.0
785,13.0,12.0,12.0,13.0
786,13.0,12.0,12.0,13.0
787,13.0,12.0,12.0,14.0
788,13.0,12.0,12.0,13.0
789,13.0,12.0,12.0,13.0
790,13.0,12.0,12.0,13.0
791,14.0,13.0,13.0,13.0
792,13.0,13.0,12.0,14.0
793,13.0,13.0,12.0,13.0
794,13.0,13.0,12.0,13.0
795,13.0,13.0,12.0,13.0
796,13.0,13.0,12.0,14.0
797,13.0,13.0,12.0,14.0
798,13.0,12.0,12.0,14.0
799,13.0,12.0,12.0,13.0
800,13.0,12.0,12.0,13.0
801,13.0,12.0,12.0,13.0
802,13.0,12.0,12.0,13.0
803,13.0,12.0,12.0,13.0
804,13.0,12.0,12.0,14.0
805,14.0,13.0,12.0,14.0
806,14.0,13.0,13.0,14.0
807,14.0,13.0,13.0,14.0
808,13.0,13.0,13.0,14.0
809,13.0,15.0,13.0,16.0
810,13.0,15.0,13.0,15.0
811,13.0,15.0,14.0,15.0
812,14.0,14.0,14.0,14.0
813,15.0,14.0,15.0,14.0
814,15.0,14.0,15.0,15.0
815,15.0,14.0,15.0,14.0
816,17.0,14.0,15.0,15.0
817,16.0,14.0,15.0,15.0
818,18.0,14.0,16.0,17.0
819,18.0,15.0,16.0,16.0
820,17.0,15.0,16.0,16.0
821,17.0,15.0,16.0,16.0
822,17.0,16.0,16.0,17.0
823,16.0,16.0,16.0,17.0
824,16.0,16.0,16.0,16.0
825,15.0,16.0,16.0,15.0
826,16.0,18.0,18.0,16.0
827,15.0,18.0,18.0,16.0
828,16.0,19.0,19.0,16.0
829,16.0,19.0,19.0,17.0
830,16.0,18.0,18.0,17.0
831,17.0,18.0,18.0,17.0
832,18.0,17.0,18.0,17.0
833,17.0,17.0,18.0,16.0
834,18.0,17.0,17.0,18.0
835,18.0,18.0,17.0,19.0
836,16.0,17.0,16.0,17.0
837,16.0,16.0,15.0,17.0
838,16.0,16.0,15.0,16.0
839,17.0,16.0,15.0,18.0
840,17.0,17.0,15.0,18.0
841,16.0,17.0,15.0,17.0
842,17.0,16.0,16.0,18.0
843,17.0,16.0,16.0,17.0
844,18.0,15.0,15.0,18.0
845,18.0,15.0,15.0,17.0
846,18.0,16.0,15.0,18.0
847,17.0,16.0,16.0,18.0
848,17.0,18.0,17.0,18.0
849,17.0,18.0,18.0,17.0
850,17.0,20.0,19.0,18.0
851,17.0,20.0,19.0,18.0
852,16.0,20.0,20.0,16.0
853,16.0,21.0,20.0,17.0
854,16.0,20.0,19.0,16.0
855,16.0,20.0,20.0,17.0
856,17.0,20.0,20.0,17.0
857,16.0,20.0,20.0,16.0
858,16.0,22.0,21.0,16.0
859,16.0,22.0,21.0,16.0
860,16.0,23.0,22.0,17.0
861,16.0,22.0,22.0,16.0
862,16.0,23.0,23.0,16.0
863,16.0,22.0,21.0,17.0
864,16.0,21.0,20.0,16.0
865,16.0,20.0,20.0,16.0
866,16.0,18.0,19.0,16.0
867,16.0,18.0,18.0,16.0
868,16.0,20.0,17.0,20.0
869,17.0,20.0,17.0,20.0
870,17.0,15.0,16.0,17.0
871,17.0,15.0,16.0,16.0
872,17.0,17.0,17.0,17.0
873,18.0,22.0,24.0,17.0
874,19.0,23.0,24.0,18.0
875,18.0,17.0,17.0,18.0
876,17.0,16.0,16.0,17.0
877,17.0,16.0,16.0,16.0
878,16.0,16.0,16.0,15.0
879,16.0,16.0,16.0,15.0
880,15.0,16.0,17.0,14.0
881,15.0,17.0,18.0,15.0
882,17.0,18.0,18.0,16.0
883,17.0,18.0,18.0,16.0
884,16.0,17.0,18.0,16.0
885,16.0,16.0,17.0,16.0
886,16.0,16.0,16.0,16.0
887,16.0,15.0,15.0,16.0
888,15.0,15.0,15.0,15.0
889,15.0,15.0,15.0,15.0
890,15.0,14.0,14.0,15.0
891,15.0,14.0,14.0,15.0
892,16.0,13.0,14.0,15.0
893,15.0,13.0,13.0,15.0
894,16.0,13.0,14.0,15.0
895,17.0,13.0,16.0,15.0
896,16.0,14.0,15.0,16.0
897,17.0,15.0,15.0,16.0
898,17.0,16.0,16.0,16.0
899,17.0,16.0,16.0,16.0
900,17.0,16.0,17.0,16.0
901,17.0,17.0,18.0,16.0
902,17.0,17.0,18.0,16.0
903,17.0,17.0,18.0,17.0
904,18.0,18.0,18.0,17.0
905,18.0,18.0,18.0,17.0
906,18.0,18.0,19.0,18.0
907,18.0,19.0,19.0,17.0
908,17.0,18.0,18.0,17.0
909,18.0,18.0,18.0,18.0
910,18.0,18.0,19.0,17.0
911,18.0,18.0,19.0,17.0
912,18.0,17.0,18.0,17.0
913,17.0,17.0,18.0,17.0
914,17.0,18.0,18.0,17.0
915,18.0,17.0,18.0,17.0
916,17.0,18.0,18.0,17.0
917,18.0,17.0,18.0,18.0
918,18.0,17.0,17.0,18.0
919,18.0,17.0,18.0,17.0
920,18.0,17.0,17.0,18.0
921,18.0,18.0,17.0,19.0
922,19.0,16.0,17.0,19.0
923,18.0,16.0,16.0,18.0
924,18.0,15.0,16.0,17.0
925,17.0,15.0,16.0,17.0
926,18.0,16.0,17.0,17.0
927,18.0,16.0,17.0,17.0
928,17.0,15.0,16.0,16.0
929,17.0,15.0,15.0,17.0
930,17.0,13.0,14.0,16.0
931,18.0,13.0,15.0,16.0
932,18.0,13.0,15.0,16.0
933,19.0,13.0,16.0,16.0
934,17.0,14.0,16.0,14.0
935,15.0,14.0,15.0,14.0
936,15.0,15.0,16.0,14.0
937,14.0,15.0,16.0,14.0
938,14.0,15.0,15.0,14.0
939,14.0,15.0,15.0,14.0
940,14.0,15.0,15.0,14.0
941,14.0,15.0,15.0,14.0
942,14.0,14.0,14.0,14.0
943,13.0,13.0,13.0,14.0
944,14.0,13.0,13.0,14.0
945,14.0,13.0,13.0,13.0
946,14.0,13.0,13.0,13.0
947,14.0,13.0,13.0,13.0
948,18.0,13.0,17.0,14.0
949,17.0,13.0,17.0,13.0
950,15.0,14.0,15.0,13.0
951,14.0,15.0,16.0,13.0
952,14.0,14.0,15.0,13.0
953,14.0,14.0,15.0,13.0
954,14.0,13.0,13.0,14.0
955,14.0,13.0,13.0,14.0
956,14.0,13.0,13.0,14.0
957,14.0,13.0,13.0,14.0
958,15.0,13.0,14.0,14.0
959,15.0,13.0,14.0,14.0
960,15.0,13.0,14.0,14.0
961,14.0,13.0,13.0,14.0
962,14.0,13.0,13.0,14.0
963,14.0,13.0,13.0,14.0
964,14.0,13.0,14.0,13.0
965,14.0,13.0,14.0,13.0
966,13.0,13.0,13.0,13.0
967,14.0,13.0,13.0,13.0
968,13.0,13.0,13.0,13.0
969,13.0,12.0,13.0,13.0
970,13.0,13.0,13.0,13.0
971,13.0,14.0,14.0,13.0
972,13.0,14.0,14.0,13.0
973,13.0,14.0,14.0,13.0
974,13.0,13.0,13.0,13.0
975,13.0,13.0,12.0,13.0
976,13.0,13.0,13.0,13.0
977,13.0,13.0,13.0,13.0
978,13.0,12.0,12.0,13.0
979,12.0,13.0,12.0,13.0
980,13.0,13.0,12.0,13.0
981,13.0,12.0,12.0,13.0
982,13.0,12.0,12.0,13.0
983,13.0,13.0,12.0,13.0
984,12.0,12.0,12.0,13.0
985,12.0,12.0,12.0,13.0
986,12.0,12.0,12.0,12.0
987,13.0,11.0,12.0,12.0
988,12.0,12.0,11.0,13.0
989,12.0,13.0,12.0,13.0
990,13.0,13.0,12.0,13.0
991,12.0,12.0,12.0,13.0
992,12.0,12.0,12.0,12.0
993,12.0,12.0,12.0,12.0
994,12.0,12.0,12.0,12.0
995,12.0,14.0,13.0,13.0
996,12.0,14.0,13.0,13.0
997,13.0,12.0,13.0,12.0
998,13.0,11.0,12.0,12.0
999,13.0,11.0,12.0,12.0
